Component,Filename,File Format,HTAN Parent Data File ID,HTAN Data File ID,Data Category,Matrix Type,Linked Matrices,Cell Median Number Reads,Cell Median Number Genes,Cell Total,scRNAseq Workflow Type,scRNAseq Workflow Parameters Description,Workflow Link,Workflow Version,entityId,Id,Workflow End Datetime,Workflow Start Datetime
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-13_immune.csv,csv,HTA11_3997_200000101112111,HTA11_3997_200000101113112,Gene Expression Quantification,Raw Counts,,1430.5,781.0,4,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069124,f556b450-17a4-4160-97b0-c8b5d68a2c58,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-14_epi.csv,csv,HTA11_3997_200000102112111,HTA11_3997_200000102113111,Gene Expression Quantification,Raw Counts,,1813.5,914.5,356,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069041,213a0977-7b1d-473d-9351-c351a7a84793,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-14_immune.csv,csv,HTA11_3997_200000102112111,HTA11_3997_200000102113112,Gene Expression Quantification,Raw Counts,,1966.0,1097.0,5,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069125,44cb86fa-ad29-4b3f-97d7-dd3f0f70227c,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-15_epi.csv,csv,HTA11_3997_200000103112111,HTA11_3997_200000103113111,Gene Expression Quantification,Raw Counts,,1344.0,723.0,105,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069042,951d4ba2-2950-4308-9c3b-986fb8fda022,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-15_immune.csv,csv,HTA11_3997_200000103112111,HTA11_3997_200000103113112,Gene Expression Quantification,Raw Counts,,1506.5,802.0,6,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069126,fdb36c2e-0fc0-4e6e-833c-f0e619baaa9a,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-16_epi.csv,csv,HTA11_11045_200000101112111,HTA11_11045_200000101113111,Gene Expression Quantification,Raw Counts,,2168.5,1154.5,1316,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069043,236d32f0-4b1a-4d3f-ab95-0b1ab4b93056,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-16_immune.csv,csv,HTA11_11045_200000101112111,HTA11_11045_200000101113112,Gene Expression Quantification,Raw Counts,,1495.0,788.5,104,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069127,330f5058-b253-474f-bb3e-101bbc42e81d,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-17_epi.csv,csv,HTA11_10557_200000101112111,HTA11_10557_200000101113111,Gene Expression Quantification,Raw Counts,,2937.5,1255.5,2530,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069044,56d289d9-2b6e-409a-b76e-92bdf571a251,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-17_immune.csv,csv,HTA11_10557_200000101112111,HTA11_10557_200000101113112,Gene Expression Quantification,Raw Counts,,1684.0,843.0,53,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069128,b57478c6-bc34-4ecd-89c2-c2ee6115586d,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-18_epi.csv,csv,HTA11_10557_200000102112111,HTA11_10557_200000102113111,Gene Expression Quantification,Raw Counts,,2060.0,1066.0,1632,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069045,7a47135a-8352-4658-ad66-f0bd714ae79b,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-18_immune.csv,csv,HTA11_10557_200000102112111,HTA11_10557_200000102113112,Gene Expression Quantification,Raw Counts,,1183.0,687.5,36,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069129,aa0d58ec-0eb3-4cb9-94bf-06b0e611ae36,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-19_epi.csv,csv,HTA11_10719_200000101112111,HTA11_10719_200000101113111,Gene Expression Quantification,Raw Counts,,1997.0,979.0,2285,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069046,b13fbce1-7866-4aa8-9a8f-c4cca5be95ea,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-19_immune.csv,csv,HTA11_10719_200000101112111,HTA11_10719_200000101113112,Gene Expression Quantification,Raw Counts,,791.0,537.5,50,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069130,aae2fbd3-4643-4665-8934-bf1c08c4d93a,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-1_epi.csv,csv,HTA11_9014_200000101112111,HTA11_9014_200000101113111,Gene Expression Quantification,Raw Counts,,2666.5,1127.5,990,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069047,68dc6c7c-b3c6-4236-beb7-0b7078e50f1c,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-1_immune.csv,csv,HTA11_9014_200000101112111,HTA11_9014_200000101113112,Gene Expression Quantification,Raw Counts,,2137.0,1043.0,155,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069131,0621fa1b-5dda-4363-b2c5-75f4f1a62737,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-20_epi.csv,csv,HTA11_10888_200000101112111,HTA11_10888_200000101113111,Gene Expression Quantification,Raw Counts,,1885.0,704.0,77,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069048,dbfbf051-19da-4447-ab6d-6bc4fef3cab9,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-20_immune.csv,csv,HTA11_10888_200000101112111,HTA11_10888_200000101113112,Gene Expression Quantification,Raw Counts,,8080.0,2135.0,13,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069132,e70b1545-e60a-4971-821e-62c0618a7ff9,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-23_epi.csv,csv,HTA11_11092_200000101112111,HTA11_11092_200000101113111,Gene Expression Quantification,Raw Counts,,3154.5,1447.5,1236,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069049,7b252c4e-203c-422d-9665-df9aa6b80385,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-23_immune.csv,csv,HTA11_11092_200000101112111,HTA11_11092_200000101113112,Gene Expression Quantification,Raw Counts,,1247.5,637.5,132,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069133,85bdc17d-b9bc-41d0-98b0-62bcceb81abd,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-24_epi.csv,csv,HTA11_5679_200000101112111,HTA11_5679_200000101113111,Gene Expression Quantification,Raw Counts,,2475.0,1067.0,573,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069050,0000a260-0af8-4fef-b64f-c232b50eb5f7,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-24_immune.csv,csv,HTA11_5679_200000101112111,HTA11_5679_200000101113112,Gene Expression Quantification,Raw Counts,,4930.0,2117.0,3,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069134,d3830e62-2c92-4e8e-9466-6daeb718a3c8,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-2_epi.csv,csv,HTA11_9014_200000201112111,HTA11_9014_200000201113111,Gene Expression Quantification,Raw Counts,,2890.0,1303.0,1771,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069051,2d0c8210-d2ba-4a82-8d34-6cd91cd95ce4,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-2_immune.csv,csv,HTA11_9014_200000201112111,HTA11_9014_200000201113112,Gene Expression Quantification,Raw Counts,,981.0,634.0,49,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069135,ebd5f358-dcbb-4aed-85ee-119d4bc2fd80,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-3_epi.csv,csv,HTA11_9014_200000202112111,HTA11_9014_200000202113111,Gene Expression Quantification,Raw Counts,,2776.0,1133.0,2435,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069052,dd0cf07a-a0eb-4c6d-8bc9-c09b6389670b,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-3_immune.csv,csv,HTA11_9014_200000202112111,HTA11_9014_200000202113112,Gene Expression Quantification,Raw Counts,,773.0,513.0,14,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069136,980e95fc-9e05-4956-8701-715b6643dbfb,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-4_epi.csv,csv,HTA11_9827_200000101112111,HTA11_9827_200000101113111,Gene Expression Quantification,Raw Counts,,2839.0,1190.0,115,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069053,3c9faf54-0f79-4603-a8f8-fc4383f4bc01,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-4_immune.csv,csv,HTA11_9827_200000101112111,HTA11_9827_200000101113112,Gene Expression Quantification,Raw Counts,,9394.0,2401.0,2,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069137,11cc73cb-0e96-45e4-9b3c-2860b46e3f5d,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-5_epi.csv,csv,HTA11_9827_200000201112111,HTA11_9827_200000201113111,Gene Expression Quantification,Raw Counts,,3745.0,1393.0,1029,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069055,0305e6cf-5bf8-4629-b157-bfc12c5c363c,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-5_immune.csv,csv,HTA11_9827_200000201112111,HTA11_9827_200000201113112,Gene Expression Quantification,Raw Counts,,10300.0,2659.0,24,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069138,80552795-24cf-4714-9844-f9fe8e12caec,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-6_epi.csv,csv,HTA11_9827_200000202112111,HTA11_9827_200000202113111,Gene Expression Quantification,Raw Counts,,2638.0,1225.0,845,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069056,3f267771-93c9-44c1-b178-5a9ec61c7ff0,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-6_immune.csv,csv,HTA11_9827_200000202112111,HTA11_9827_200000202113112,Gene Expression Quantification,Raw Counts,,12623.0,2857.0,15,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069139,71a89e9c-dbef-485e-a5c8-d90f2a89b30c,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-7_epi.csv,csv,HTA11_10034_200000101112111,HTA11_10034_200000101113111,Gene Expression Quantification,Raw Counts,,3036.5,1399.5,1012,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069057,03236478-959b-4958-adc6-3517062f9894,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-7_immune.csv,csv,HTA11_10034_200000101112111,HTA11_10034_200000101113112,Gene Expression Quantification,Raw Counts,,3355.0,908.0,35,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069140,b90e30d5-0d8b-4a45-b0b7-2cd0a4a25f49,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-8_epi.csv,csv,HTA11_10034_200000201112111,HTA11_10034_200000201113111,Gene Expression Quantification,Raw Counts,,4271.0,1668.5,2128,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069058,25049536-2864-4e6a-b97c-c7b970eab537,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-8_immune.csv,csv,HTA11_10034_200000201112111,HTA11_10034_200000201113112,Gene Expression Quantification,Raw Counts,,1070.0,516.0,89,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069141,c5bd57cb-2aff-4554-9edf-94b0bd4132d7,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-9_epi.csv,csv,HTA11_10034_200000202112111,HTA11_10034_200000202113111,Gene Expression Quantification,Raw Counts,,2989.0,1190.5,860,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069059,65540fb8-8dd5-4702-b5d6-8d6c9833387a,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7133-YX-9_immune.csv,csv,HTA11_10034_200000202112111,HTA11_10034_200000202113112,Gene Expression Quantification,Raw Counts,,3218.0,1016.0,2,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069142,b0477cb6-0011-4e8a-ac27-aa2bdb040ef3,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-10_epi.csv,csv,HTA11_2334_200000102112111,HTA11_2334_200000102113111,Gene Expression Quantification,Raw Counts,,2765.5,1181.5,704,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069060,055c31f1-a767-423f-b1da-b7ea2f3499b9,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-10_immune.csv,csv,HTA11_2334_200000102112111,HTA11_2334_200000102113112,Gene Expression Quantification,Raw Counts,,1618.5,903.5,112,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069143,28f1fd3c-21c2-4c3f-b786-5dff652c87c0,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-11_epi.csv,csv,HTA11_12542_200000101112111,HTA11_12542_200000101113111,Gene Expression Quantification,Raw Counts,,3119.5,1187.0,1312,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069061,5ca2bfef-251d-4c28-8501-d91e4a82dac4,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-11_immune.csv,csv,HTA11_12542_200000101112111,HTA11_12542_200000101113112,Gene Expression Quantification,Raw Counts,,760.5,435.5,192,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069144,a8ac0e0c-475e-4e7b-a362-92b6de585596,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-12_epi.csv,csv,HTA11_12480_200000101112111,HTA11_12480_200000101113111,Gene Expression Quantification,Raw Counts,,2341.0,1082.0,758,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069062,8236dc35-b39a-4930-8a8b-e08f6ba85d90,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-12_immune.csv,csv,HTA11_12480_200000101112111,HTA11_12480_200000101113112,Gene Expression Quantification,Raw Counts,,960.5,482.0,62,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069145,95e5bd9b-0067-4669-9a7a-7d6ebba69ad7,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-13_epi.csv,csv,HTA11_12480_200000102112111,HTA11_12480_200000102113111,Gene Expression Quantification,Raw Counts,,1935.5,898.0,884,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069063,642e998f-28b3-4854-90bd-499e4c452adf,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-13_immune.csv,csv,HTA11_12480_200000102112111,HTA11_12480_200000102113112,Gene Expression Quantification,Raw Counts,,1517.0,702.0,14,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069146,ddf7c461-eb99-4ae4-bafd-c4ef7067025b,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-14_epi.csv,csv,HTA11_12480_200000103112111,HTA11_12480_200000103113111,Gene Expression Quantification,Raw Counts,,1785.0,760.5,542,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069064,33ecef9f-e698-4001-acc1-757d08804e5d,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-14_immune.csv,csv,HTA11_12480_200000103112111,HTA11_12480_200000103113112,Gene Expression Quantification,Raw Counts,,495.5,334.0,22,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069147,397fdb8e-9f2c-4dfb-ae29-1fbfb8b5dd07,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-15_epi.csv,csv,HTA11_6436_200000101112111,HTA11_6436_200000101113111,Gene Expression Quantification,Raw Counts,,1835.0,845.0,752,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069065,fdb6ac0d-0be5-4f09-bafc-7781f5c018ab,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-15_immune.csv,csv,HTA11_6436_200000101112111,HTA11_6436_200000101113112,Gene Expression Quantification,Raw Counts,,2703.0,881.0,34,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069148,e4d1b1b2-8bf8-4162-b9eb-6b8571c0e380,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-16_epi.csv,csv,HTA11_6436_200000102112111,HTA11_6436_200000102113111,Gene Expression Quantification,Raw Counts,,1910.0,1006.0,497,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069066,7a2a5684-391f-4ab6-8a3a-44dfbbe68dbb,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-16_immune.csv,csv,HTA11_6436_200000102112111,HTA11_6436_200000102113112,Gene Expression Quantification,Raw Counts,,2780.0,1174.0,9,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069149,3323d4be-60a3-4b63-9cc5-9de2f0472e63,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-17_epi.csv,csv,HTA11_12910_200000101112111,HTA11_12910_200000101113111,Gene Expression Quantification,Raw Counts,,1884.0,861.0,731,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069067,39f81a4c-ad44-47c5-ada4-c28b1a8ef36b,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-17_immune.csv,csv,HTA11_12910_200000101112111,HTA11_12910_200000101113112,Gene Expression Quantification,Raw Counts,,1132.0,569.0,51,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069150,6758cd8c-73f8-4200-a7fb-5978ddc4122c,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-18_epi.csv,csv,HTA11_12910_200000102112111,HTA11_12910_200000102113111,Gene Expression Quantification,Raw Counts,,1716.0,866.0,1105,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069068,c11c7e75-e0a7-4d54-b02c-08d0b686631c,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-18_immune.csv,csv,HTA11_12910_200000102112111,HTA11_12910_200000102113112,Gene Expression Quantification,Raw Counts,,692.0,395.5,18,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069151,23004e58-d390-4f97-87fa-29760b76ac9c,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-19_epi.csv,csv,HTA11_12910_200000103112111,HTA11_12910_200000103113111,Gene Expression Quantification,Raw Counts,,2451.0,1105.5,1038,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069069,bb99de39-135a-4319-a27b-bc64d268d3e7,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-19_immune.csv,csv,HTA11_12910_200000103112111,HTA11_12910_200000103113112,Gene Expression Quantification,Raw Counts,,827.5,452.5,18,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069152,8112ce8f-b852-4534-aa84-890244fb0c2b,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-20_epi.csv,csv,HTA11_12900_200000101112111,HTA11_12900_200000101113111,Gene Expression Quantification,Raw Counts,,1986.0,999.5,442,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069070,872e919c-29b8-4023-815a-f75a16954d6c,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-20_immune.csv,csv,HTA11_12900_200000101112111,HTA11_12900_200000101113112,Gene Expression Quantification,Raw Counts,,3515.0,1211.0,43,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069153,22dca572-ca39-458c-9d81-bb44bc614c76,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-21_epi.csv,csv,HTA11_12900_200000102112111,HTA11_12900_200000102113111,Gene Expression Quantification,Raw Counts,,1717.0,863.0,903,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069071,58d70553-ff88-4dcc-b938-53aecdf8675a,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-21_immune.csv,csv,HTA11_12900_200000102112111,HTA11_12900_200000102113112,Gene Expression Quantification,Raw Counts,,2098.0,796.0,41,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069154,55f1d106-f990-4e27-90ab-fcb6b2a94ba1,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-2_epi.csv,csv,HTA11_6862_200000101112111,HTA11_6862_200000101113111,Gene Expression Quantification,Raw Counts,,2155.5,904.0,246,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069072,e933ee5e-2aaf-4f30-9436-01d36a509b78,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-2_immune.csv,csv,HTA11_6862_200000101112111,HTA11_6862_200000101113112,Gene Expression Quantification,Raw Counts,,2395.0,1024.0,13,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069155,69427752-2f67-49e6-9b9f-2f2367fb324f,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-3_epi.csv,csv,HTA11_10573_200000101112111,HTA11_10573_200000101113111,Gene Expression Quantification,Raw Counts,,2912.0,1026.0,246,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069073,9f38fcb1-47cb-433e-ac16-b26328f890e5,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-3_immune.csv,csv,HTA11_10573_200000101112111,HTA11_10573_200000101113112,Gene Expression Quantification,Raw Counts,,4333.0,1856.0,7,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069156,b47f0eb9-338b-4c18-be61-2ea9d8d2e432,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-4_epi.csv,csv,HTA11_11543_200000101112111,HTA11_11543_200000101113111,Gene Expression Quantification,Raw Counts,,2341.0,1007.5,1106,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069074,94b2d5b4-2555-4566-9b05-34c183ea0fb3,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-4_immune.csv,csv,HTA11_11543_200000101112111,HTA11_11543_200000101113112,Gene Expression Quantification,Raw Counts,,1370.0,465.5,14,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069157,df10ee6d-5ec0-419b-99f7-ac89360403c9,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-5_epi.csv,csv,HTA11_12090_200000101112111,HTA11_12090_200000101113111,Gene Expression Quantification,Raw Counts,,2674.0,986.0,278,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069075,8a3f5792-e88c-42a7-b6e8-29a9026101d8,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-5_immune.csv,csv,HTA11_12090_200000101112111,HTA11_12090_200000101113112,Gene Expression Quantification,Raw Counts,,1378.0,690.0,17,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069158,b621a308-a265-4f80-85ab-cddd9a8095b7,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-6_epi.csv,csv,HTA11_12399_200000101112111,HTA11_12399_200000101113111,Gene Expression Quantification,Raw Counts,,2152.0,974.0,503,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069076,40dc449f-2fa4-4263-aa78-8be6a384f4e3,,
